year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,birth_country_current,sex,organization_name,organization_city,organization_country,ISO
1993,Physics,The Nobel Prize in Physics 1993,"""for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation""",01-Feb,Individual,Russell A. Hulse,28/11/1950,"New York, NY",United States of America,United States of America,Male,Princeton University,"Princeton, NJ",United States of America,USA
1994,Chemistry,The Nobel Prize in Chemistry 1994,"""for his contribution to carbocation chemistry""",01-Jan,Individual,George A. Olah,22/05/1927,Budapest,Hungary,Hungary,Male,University of Southern California,"Los Angeles, CA",United States of America,HUN
1994,Economics,The Sveriges Riksbank Prize in Economic Sciences 1994,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",01-Mar,Individual,John C. Harsanyi,29/05/1920,Budapest,Hungary,Hungary,Male,University of California,"Berkeley, CA",United States of America,HUN
1994,Economics,The Sveriges Riksbank Prize in Economic Sciences 1994,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",01-Mar,Individual,John F. Nash Jr.,13/06/1928,"Bluefield, WV",United States of America,United States of America,Male,Princeton University,"Princeton, NJ",United States of America,USA
1994,Economics,The Sveriges Riksbank Prize in Economic Sciences 1994,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",01-Mar,Individual,Reinhard Selten,05/10/1930,Breslau (Wroclaw),Germany (Poland),Poland,Male,Rheinische Friedrich-Wilhelms-Universität,Bonn,Germany,POL
1994,Literature,The Nobel Prize in Literature 1994,"""who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today""",01-Jan,Individual,Kenzaburo Oe,31/01/1935,Uchiko,Japan,Japan,Male,NA,NA,NA,JPN
1994,Medicine,The Nobel Prize in Physiology or Medicine 1994,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",01-Feb,Individual,Alfred G. Gilman,01/07/1941,"New Haven, CT",United States of America,United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,USA
1994,Medicine,The Nobel Prize in Physiology or Medicine 1994,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",01-Feb,Individual,Martin Rodbell,01/12/1925,"Baltimore, MD",United States of America,United States of America,Male,National Institute of Environmental Health Sciences,"Research Triangle Park, NC",United States of America,USA
1994,Peace,The Nobel Peace Prize 1994,"""for their efforts to create peace in the Middle East""",01-Mar,Individual,Shimon Peres,16/08/1923,Vishneva,Poland (Belarus),Belarus,Male,NA,NA,NA,BLR
1994,Peace,The Nobel Peace Prize 1994,"""for their efforts to create peace in the Middle East""",01-Mar,Individual,Yasser Arafat,24/08/1929,Cairo,Egypt,Egypt,Male,NA,NA,NA,EGY
1994,Peace,The Nobel Peace Prize 1994,"""for their efforts to create peace in the Middle East""",01-Mar,Individual,Yitzhak Rabin,01/03/1922,Jerusalem,British Mandate of Palestine (Israel),Israel,Male,NA,NA,NA,ISR
1994,Physics,The Nobel Prize in Physics 1994,"""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter; for the development of neutron spectroscopy""",01-Feb,Individual,Bertram N. Brockhouse,15/07/1918,"Lethbridge, Alberta",Canada,Canada,Male,McMaster University,"Hamilton, Ontario",Canada,CAN
1994,Physics,The Nobel Prize in Physics 1994,"""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter; for the development of the neutron diffraction technique""",01-Feb,Individual,Clifford G. Shull,23/09/1915,"Pittsburgh, PA",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,USA
1995,Chemistry,The Nobel Prize in Chemistry 1995,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",01-Mar,Individual,F. Sherwood Rowland,28/06/1927,"Delaware, OH",United States of America,United States of America,Male,University of California,"Irvine, CA",United States of America,USA
1995,Chemistry,The Nobel Prize in Chemistry 1995,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",01-Mar,Individual,Mario J. Molina,19/03/1943,Mexico City,Mexico,Mexico,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,MEX
1995,Chemistry,The Nobel Prize in Chemistry 1995,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",01-Mar,Individual,Paul J. Crutzen,03/12/1933,Amsterdam,Netherlands,Netherlands,Male,Max-Planck-Institut,Mainz,Germany,NLD
1995,Economics,The Sveriges Riksbank Prize in Economic Sciences 1995,"""for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy""",01-Jan,Individual,Robert E. Lucas Jr.,15/09/1937,"Yakima, WA",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA
1995,Literature,The Nobel Prize in Literature 1995,"""for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past""",01-Jan,Individual,Seamus Heaney,13/04/1939,Casteldàwson,Northern Ireland,United Kingdom,Male,NA,NA,NA,GBR
1995,Medicine,The Nobel Prize in Physiology or Medicine 1995,"""for their discoveries concerning the genetic control of early embryonic development""",01-Mar,Individual,Christiane Nüsslein-Volhard,20/10/1942,Magdeburg,Germany,Germany,Female,Max-Planck-Institut,Tübingen,Germany,DEU
1995,Medicine,The Nobel Prize in Physiology or Medicine 1995,"""for their discoveries concerning the genetic control of early embryonic development""",01-Mar,Individual,Edward B. Lewis,20/05/1918,"Wilkes-Barre, PA",United States of America,United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,USA
1995,Medicine,The Nobel Prize in Physiology or Medicine 1995,"""for their discoveries concerning the genetic control of early embryonic development""",01-Mar,Individual,Eric F. Wieschaus,08/06/1947,"South Bend, IN",United States of America,United States of America,Male,Princeton University,"Princeton, NJ",United States of America,USA
1995,Peace,The Nobel Peace Prize 1995,"""for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms""",01-Feb,Individual,Joseph Rotblat,04/11/1908,Warsaw,Russian Empire (Poland),Poland,Male,NA,NA,NA,POL
1995,Peace,The Nobel Peace Prize 1995,"""for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms""",01-Feb,Organization,Pugwash Conferences on Science and World Affairs,NA,NA,NA,NA,NA,NA,NA,NA,
1995,Physics,The Nobel Prize in Physics 1995,"""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter; for the detection of the neutrino""",01-Feb,Individual,Frederick Reines,16/03/1918,"Paterson, NJ",United States of America,United States of America,Male,University of California,"Irvine, CA",United States of America,USA
1995,Physics,The Nobel Prize in Physics 1995,"""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter; for the discovery of the tau lepton""",01-Feb,Individual,Martin L. Perl,24/06/1927,"New York, NY",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America,USA
1996,Chemistry,The Nobel Prize in Chemistry 1996,"""for their discovery of fullerenes""",01-Mar,Individual,Richard E. Smalley,06/06/1943,"Akron, OH",United States of America,United States of America,Male,Rice University,"Houston, TX",United States of America,USA
1996,Chemistry,The Nobel Prize in Chemistry 1996,"""for their discovery of fullerenes""",01-Mar,Individual,Robert F. Curl Jr.,23/08/1933,"Alice, TX",United States of America,United States of America,Male,Rice University,"Houston, TX",United States of America,USA
1996,Chemistry,The Nobel Prize in Chemistry 1996,"""for their discovery of fullerenes""",01-Mar,Individual,Sir Harold W. Kroto,07/10/1939,Wisbech,United Kingdom,United Kingdom,Male,University of Sussex,Brighton,United Kingdom,GBR
1996,Economics,The Sveriges Riksbank Prize in Economic Sciences 1996,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",01-Feb,Individual,James A. Mirrlees,05/07/1936,Minnigaff,Scotland,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,GBR
1996,Economics,The Sveriges Riksbank Prize in Economic Sciences 1996,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",01-Feb,Individual,William Vickrey,21/06/1914,"Victoria, BC",Canada,Canada,Male,Columbia University,"New York, NY",United States of America,CAN
1996,Literature,The Nobel Prize in Literature 1996,"""for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality""",01-Jan,Individual,Wislawa Szymborska,02/07/1923,Bnin (Kórnik),Poland,Poland,Female,NA,NA,NA,POL
1996,Medicine,The Nobel Prize in Physiology or Medicine 1996,"""for their discoveries concerning the specificity of the cell mediated immune defence""",01-Feb,Individual,Peter C. Doherty,15/10/1940,Brisbane,Australia,Australia,Male,St. Jude Children's Research Hospital,"Memphis, TN",United States of America,AUS
1996,Medicine,The Nobel Prize in Physiology or Medicine 1996,"""for their discoveries concerning the specificity of the cell mediated immune defence""",01-Feb,Individual,Rolf M. Zinkernagel,06/01/1944,Basel,Switzerland,Switzerland,Male,University of Zurich,Zurich,Switzerland,CHE
1996,Peace,The Nobel Peace Prize 1996,"""for their work towards a just and peaceful solution to the conflict in East Timor""",01-Feb,Individual,Carlos Filipe Ximenes Belo,03/02/1948,Wailacama,East Timor,East Timor,Male,NA,NA,NA,DOM
1996,Peace,The Nobel Peace Prize 1996,"""for their work towards a just and peaceful solution to the conflict in East Timor""",01-Feb,Individual,José Ramos-Horta,26/12/1949,Dili,East Timor,East Timor,Male,NA,NA,NA,DOM
1996,Physics,The Nobel Prize in Physics 1996,"""for their discovery of superfluidity in helium-3""",01-Mar,Individual,David M. Lee,20/01/1931,"Rye, NY",United States of America,United States of America,Male,Cornell University,"Ithaca, NY",United States of America,USA
1996,Physics,The Nobel Prize in Physics 1996,"""for their discovery of superfluidity in helium-3""",01-Mar,Individual,Douglas D. Osheroff,01/08/1945,"Aberdeen, WA",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America,USA
1996,Physics,The Nobel Prize in Physics 1996,"""for their discovery of superfluidity in helium-3""",01-Mar,Individual,Robert C. Richardson,26/06/1937,"Washington, DC",United States of America,United States of America,Male,Cornell University,"Ithaca, NY",United States of America,USA
1997,Chemistry,The Nobel Prize in Chemistry 1997,"""for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase""",01-Feb,Individual,Jens C. Skou,08/10/1918,Lemvig,Denmark,Denmark,Male,Aarhus University,Aarhus,Denmark,DNK
1997,Chemistry,The Nobel Prize in Chemistry 1997,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",01-Apr,Individual,John E. Walker,07/01/1941,Halifax,United Kingdom,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,GBR
1997,Chemistry,The Nobel Prize in Chemistry 1997,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",01-Apr,Individual,Paul D. Boyer,31/07/1918,"Provo, UT",United States of America,United States of America,Male,University of California,"Los Angeles, CA",United States of America,USA
1997,Economics,The Sveriges Riksbank Prize in Economic Sciences 1997,"""for a new method to determine the value of derivatives""",01-Feb,Individual,Myron S. Scholes,01/07/1941,"Timmins, ON",Canada,Canada,Male,Long Term Capital Management,"Greenwich, CT",United States of America,CAN
